LABM_CODE,LABP_CODE,LABM_NAME,LABM_SHORT_NAME,LABM_UNITS,base uri,unique uri,preflabel,pref2,pref final
P4_sat_FH,HYDRAULIC_COND,"Modified Saturated Hydraulic Conductivity - falling head (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",K Sat,mm/hr,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/P4_sat_FH,',@en,'P4_sat_FH'@en
P4_sat_For,HYDRAULIC_COND,"Saturated Hydraulic Conductivity (Forrest et al, 1985)",K Sat,mm/hr,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/P4_sat_For,',@en,'P4_sat_For'@en
P4_sat_LOV,HYDRAULIC_COND,Saturated Hydraulic Conductivity - Modified (no de-aired water) Loveday falling head method using 98mm diameter cores,K Sat,mm/hr,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/P4_sat_LOV,',@en,'P4_sat_LOV'@en
P4_sat_McK,HYDRAULIC_COND,"Saturated Hydraulic Conductivity (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",K Sat,mm/hr,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/P4_sat_McK,',@en,'P4_sat_McK'@en
P4D1,HYDRAULIC_COND,Saturated Hydraulic Conductivity,K Sat,mm/hr,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/P4D1,',@en,'P4D1'@en
P5_COLE,COLE,Coefficient of Linear Extensibility (Grossman et al. 1968),Cole,-,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/P5_COLE,',@en,'P5_COLE'@en
P5_LS,LINEAR_SHRINKAGE,Linear shrinkage (Standards Association of Australia 1977. AS 1289 C4.1),Cole,-,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/P5_LS,',@en,'P5_LS'@en
P5_LS_MOD,LINEAR_SHRINKAGE,"Modified linear shrinkage (McKenzie, Jacquier and Ringrose-Voase, AJSR, 1994, 32, 931-8)",Cole,-,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/P5_LS_MOD,',@en,'P5_LS_MOD'@en
P6_LP,DISPERSION_INDEX,"Dispersion Index (Loveday and Pyle, 1973)",Dispersion Index,-,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/P6_LP,',@en,'P6_LP'@en
PWS1-2mm,PSA,1000-2000 micron fraction (%) - Wet Sieving after chemical dispersion,2000 micron,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/PWS1-2mm,',@en,'PWS1-2mm'@en
PWS20-63,PSA,20-63 micron fraction (%) - Wet Sieving after chemical dispersion,2000 micron,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/PWS20-63,',@en,'PWS20-63'@en
PWS212-425,PSA,212-425 micron fraction (%) - Wet Sieving after chemical dispersion,2000 micron,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/PWS212-425,',@en,'PWS212-425'@en
PWS425-1mm,PSA,425-1000  micron fraction (%) - Wet Sieving after chemical dispersion,2000 micron,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/PWS425-1mm,',@en,'PWS425-1mm'@en
PWS63-212,PSA,63-212 micron fraction (%) - Wet Sieving after chemical dispersion,2000 micron,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/PWS63-212,',@en,'PWS63-212'@en
TE_CD_AL,TOTAL_ELEMENTS,Total Element Al - by Citrate/Dithionite Extraction,Total Al,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_CD_AL,',@en,'TE_CD_AL'@en
TE_CD_CA,TOTAL_ELEMENTS,Total Element Ca - by Citrate/Dithionite Extraction,Total Ca,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_CD_CA,',@en,'TE_CD_CA'@en
TE_CD_MG,TOTAL_ELEMENTS,Total Element Mg - by Citrate/Dithionite Extraction,Total Mg,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_CD_MG,',@en,'TE_CD_MG'@en
TE_CD_NA,TOTAL_ELEMENTS,Total Element Na - by Citrate/Dithionite Extraction,Total Na,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_CD_NA,',@en,'TE_CD_NA'@en
TE_CD_SI02,TOTAL_ELEMENTS,Total Element SiO2 - by Citrate/Dithionite Extraction,Total SiO2,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_CD_SI02,',@en,'TE_CD_SI02'@en
TE_CD_TI02,TOTAL_ELEMENTS,Total Element TiO2 - by Citrate/Dithionite Extraction,Total TiO2,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_CD_TI02,',@en,'TE_CD_TI02'@en
TE_HF+_MG,TOTAL_ELEMENTS,Total Element Mg - by HF/HClO4 Digest,Total Mg,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_HF+_MG,',@en,'TE_HF+_MG'@en
TE_HF+AL,TOTAL_ELEMENTS,Total Element Al - by HF/HClO4 Digest,Total Al,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_HF+AL,',@en,'TE_HF+AL'@en
TE_HF+CA,TOTAL_ELEMENTS,Total Element Ca - by HF/HClO4 Digest,Total Ca,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_HF+CA,',@en,'TE_HF+CA'@en
TE_HF+NA,TOTAL_ELEMENTS,Total Element Na - by HF/HClO4 Digest,Total Na,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_HF+NA,',@en,'TE_HF+NA'@en
TE_HF+SIO2,TOTAL_ELEMENTS,Total Element SiO2 - by HF/HClO4 Digest,Total SiO2,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_HF+SIO2,',@en,'TE_HF+SIO2'@en
TE_HF+TIO2,TOTAL_ELEMENTS,Total Element TiO2 - by HF/HClO4 Digest,Total TiO2,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_HF+TIO2,',@en,'TE_HF+TIO2'@en
TE_NR_AL,TOTAL_ELEMENTS,Total Element Al - Not recorded,Total Al,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_NR_AL,',@en,'TE_NR_AL'@en
TE_NR_CA,TOTAL_ELEMENTS,Total Element Ca - Not recorded,Total Ca,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_NR_CA,',@en,'TE_NR_CA'@en
TE_NR_MG,TOTAL_ELEMENTS,Total Element Mg - Not recorded,Total Mg,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_NR_MG,',@en,'TE_NR_MG'@en
TE_NR_NA,TOTAL_ELEMENTS,Total Element Na - Not recorded,Total Na,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_NR_NA,',@en,'TE_NR_NA'@en
TE_NR_SI02,TOTAL_ELEMENTS,Total Element SiO2 - Not recorded,Total SiO2,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_NR_SI02,',@en,'TE_NR_SI02'@en
TE_NR_TI02,TOTAL_ELEMENTS,Total Element TiO2 - Not recorded,Total TiO2,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_NR_TI02,',@en,'TE_NR_TI02'@en
TE_XRF_MG,TOTAL_ELEMENTS,Total Element Mg - By XRF,Total Mg,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_XRF_MG,',@en,'TE_XRF_MG'@en
TE_XRFAL,TOTAL_ELEMENTS,Total Element Al - By XRF,Total Al,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_XRFAL,',@en,'TE_XRFAL'@en
TE_XRFCA,TOTAL_ELEMENTS,Total Element Ca - By XRF,Total Ca,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_XRFCA,',@en,'TE_XRFCA'@en
TE_XRFNA,TOTAL_ELEMENTS,Total Element Na - By XRF,Total Na,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_XRFNA,',@en,'TE_XRFNA'@en
TE_XRFSI02,TOTAL_ELEMENTS,Total Element SiO2 - By XRF,Total SiO2,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_XRFSI02,',@en,'TE_XRFSI02'@en
TE_XRFTIO2,TOTAL_ELEMENTS,Total Element TiO2 - By XRF,Total TiO2,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/TE_XRFTIO2,',@en,'TE_XRFTIO2'@en
XRD_C_Ab,CLAY_MINERAL,Amphibole - X-Ray Diffraction,Amphibole,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Ab,',@en,'XRD_C_Ab'@en
XRD_C_Ah,CLAY_MINERAL,Allophane - X-Ray Diffraction,Allophane,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Ah,',@en,'XRD_C_Ah'@en
XRD_C_An,CLAY_MINERAL,Anatase - X-Ray Diffraction,Anatase,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_An,',@en,'XRD_C_An'@en
XRD_C_Ap,CLAY_MINERAL,Apatite - X-Ray Diffraction,Apatite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Ap,',@en,'XRD_C_Ap'@en
XRD_C_Arg,CLAY_MINERAL,Argonite - X-Ray Diffraction,Argonite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Arg,',@en,'XRD_C_Arg'@en
XRD_C_At,CLAY_MINERAL,Alunite - X-Ray Diffraction,Alunite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_At,',@en,'XRD_C_At'@en
XRD_C_Bd,CLAY_MINERAL,Beidellite - X-Ray Diffraction,Beidellite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Bd,',@en,'XRD_C_Bd'@en
XRD_C_Bm,CLAY_MINERAL,Boehmite - X-Ray Diffraction,Boehmite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Bm,',@en,'XRD_C_Bm'@en
XRD_C_Bt,CLAY_MINERAL,Biotite - X-Ray Diffraction,Biotite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Bt,',@en,'XRD_C_Bt'@en
XRD_C_Cb,CLAY_MINERAL,Cristobalite - X-Ray Diffraction,Cristobalite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Cb,',@en,'XRD_C_Cb'@en
XRD_C_Ch,CLAY_MINERAL,Chlorite - X-Ray Diffraction,Chlorite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Ch,',@en,'XRD_C_Ch'@en
XRD_C_Ch2,CLAY_MINERAL,Chloritized 2:1 minerals - X-Ray Diffraction,Chloritized 2:1,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Ch2,',@en,'XRD_C_Ch2'@en
XRD_C_Crn,CLAY_MINERAL,Corondum - X-Ray Diffraction,Corondum,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Crn,',@en,'XRD_C_Crn'@en
XRD_C_Ct,CLAY_MINERAL,Calcite - X-Ray Diffraction,Calcite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Ct,',@en,'XRD_C_Ct'@en
XRD_C_Dr,CLAY_MINERAL,Dravite - X-Ray Diffraction,Dravite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Dr,',@en,'XRD_C_Dr'@en
XRD_C_Dt,CLAY_MINERAL,Dolomite - X-Ray Diffraction,Dolomite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Dt,',@en,'XRD_C_Dt'@en
XRD_C_Fd,CLAY_MINERAL,Feldspar - X-Ray Diffraction,Feldspar,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Fd,',@en,'XRD_C_Fd'@en
XRD_C_Fh,CLAY_MINERAL,Ferrihydrite - X-Ray Diffraction,Ferrihydrite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Fh,',@en,'XRD_C_Fh'@en
XRD_C_Fl,CLAY_MINERAL,Flourite - X-Ray Diffraction,Flourite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Fl,',@en,'XRD_C_Fl'@en
XRD_C_Fo,CLAY_MINERAL,Feroxyhite - X-Ray Diffraction,Feroxyhite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Fo,',@en,'XRD_C_Fo'@en
XRD_C_Gb,CLAY_MINERAL,Gibbsite - X-Ray Diffraction,Gibbsite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Gb,',@en,'XRD_C_Gb'@en
XRD_C_Gl,CLAY_MINERAL,Glauconite - X-Ray Diffraction,Glauconite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Gl,',@en,'XRD_C_Gl'@en
XRD_C_Gt,CLAY_MINERAL,Geothite - X-Ray Diffraction,Geothite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Gt,',@en,'XRD_C_Gt'@en
XRD_C_Gy,CLAY_MINERAL,Gypsum - X-Ray Diffraction,Gypsum,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Gy,',@en,'XRD_C_Gy'@en
XRD_C_Hl,CLAY_MINERAL,Halite - X-Ray Diffraction,Halite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Hl,',@en,'XRD_C_Hl'@en
XRD_C_Hm,CLAY_MINERAL,Hematite - X-Ray Diffraction,Hematite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Hm,',@en,'XRD_C_Hm'@en
XRD_C_Hn,CLAY_MINERAL,Huntite - X-Ray Diffraction,Huntite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Hn,',@en,'XRD_C_Hn'@en
XRD_C_Ht0,CLAY_MINERAL,Halloysite (10 A`) - X-Ray Diffraction,Halloysite (10 A`),%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Ht0,',@en,'XRD_C_Ht0'@en
XRD_C_Ht7,CLAY_MINERAL,Halloysite (7 A`) - X-Ray Diffraction,Halloysite (7 A`),%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Ht7,',@en,'XRD_C_Ht7'@en
XRD_C_Ig,CLAY_MINERAL,Imogolite - X-Ray Diffraction,Imogolite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Ig,',@en,'XRD_C_Ig'@en
XRD_C_Il,CLAY_MINERAL,Illite - X-Ray Diffraction,Illite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Il,',@en,'XRD_C_Il'@en
XRD_C_Im,CLAY_MINERAL,Ilmenite - X-Ray Diffraction,Ilmenite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Im,',@en,'XRD_C_Im'@en
XRD_C_Is,CLAY_MINERAL,Interstratified clay minerals - X-Ray Diffraction,Interstratified clay,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Is,',@en,'XRD_C_Is'@en
XRD_C_Jr,CLAY_MINERAL,Jarosite - X-Ray Diffraction,Jarosite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Jr,',@en,'XRD_C_Jr'@en
XRD_C_K2O,CLAY_MINERAL,K2O - X-Ray Diffraction or Clay Fraction (air dry),K2O,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_K2O,',@en,'XRD_C_K2O'@en
XRD_C_Ka,CLAY_MINERAL,Kaolin - X-Ray Diffraction,Kaolin,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Ka,',@en,'XRD_C_Ka'@en
XRD_C_Kt,CLAY_MINERAL,Kaolinite - X-Ray Diffraction,Kaolinite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Kt,',@en,'XRD_C_Kt'@en
XRD_C_Lp,CLAY_MINERAL,Lepidocrosite - X-Ray Diffraction,Lepidocrosite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Lp,',@en,'XRD_C_Lp'@en
XRD_C_Mh,CLAY_MINERAL,Meghemite - X-Ray Diffraction,Meghemite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Mh,',@en,'XRD_C_Mh'@en
XRD_C_Mi,CLAY_MINERAL,Mica - X-Ray Diffraction,Mica,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Mi,',@en,'XRD_C_Mi'@en
XRD_C_Mm,CLAY_MINERAL,Montmorillonite - X-Ray Diffraction,Montmorillonite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Mm,',@en,'XRD_C_Mm'@en
XRD_C_Ms,CLAY_MINERAL,Magnesite - X-Ray Diffraction,Magnesite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Ms,',@en,'XRD_C_Ms'@en
XRD_C_Mt,CLAY_MINERAL,Magnetite - X-Ray Diffraction,Magnetite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Mt,',@en,'XRD_C_Mt'@en
XRD_C_Mu,CLAY_MINERAL,Muscovite - X-Ray Diffraction,Muscovite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Mu,',@en,'XRD_C_Mu'@en
XRD_C_Mz,CLAY_MINERAL,Monozite - X-Ray Diffraction,Monozite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Mz,',@en,'XRD_C_Mz'@en
XRD_C_Nt,CLAY_MINERAL,Nontronite - X-Ray Diffraction,Nontronite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Nt,',@en,'XRD_C_Nt'@en
XRD_C_Ol,CLAY_MINERAL,Olivine - X-Ray Diffraction,Olivine,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Ol,',@en,'XRD_C_Ol'@en
XRD_C_Or,CLAY_MINERAL,Orthoclase - X-Ray Diffraction,Orthoclase,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Or,',@en,'XRD_C_Or'@en
XRD_C_Pg,CLAY_MINERAL,Plagioclase - X-Ray Diffraction,Plagioclase,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Pg,',@en,'XRD_C_Pg'@en
XRD_C_Pk,CLAY_MINERAL,Palygorskite - X-Ray Diffraction,Palygorskite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Pk,',@en,'XRD_C_Pk'@en
XRD_C_Pl,CLAY_MINERAL,Plombogummite - X-Ray Diffraction,Plombogummite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Pl,',@en,'XRD_C_Pl'@en
XRD_C_Pp,CLAY_MINERAL,Phlogopite - X-Ray Diffraction,Phlogopite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Pp,',@en,'XRD_C_Pp'@en
XRD_C_Ps,CLAY_MINERAL,Pseudorutile - X-Ray Diffraction,Pseudorutile,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Ps,',@en,'XRD_C_Ps'@en
XRD_C_Px,CLAY_MINERAL,Pyroxene - X-Ray Diffraction,Pyroxene,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Px,',@en,'XRD_C_Px'@en
XRD_C_Py,CLAY_MINERAL,Pyrophyllite - X-Ray Diffraction,Pyrophyllite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Py,',@en,'XRD_C_Py'@en
XRD_C_Qz,CLAY_MINERAL,Quartz - X-Ray Diffraction,Quartz,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Qz,',@en,'XRD_C_Qz'@en
XRD_C_Rt,CLAY_MINERAL,Rutile - X-Ray Diffraction,Rutile,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Rt,',@en,'XRD_C_Rt'@en
XRD_C_Sd,CLAY_MINERAL,Siderite - X-Ray Diffraction,Siderite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Sd,',@en,'XRD_C_Sd'@en
XRD_C_Sl,CLAY_MINERAL,Saponite - X-Ray Diffraction,Saponite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Sl,',@en,'XRD_C_Sl'@en
XRD_C_Sp,CLAY_MINERAL,Saponite - X-Ray Diffraction,Saponite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Sp,',@en,'XRD_C_Sp'@en
XRD_C_Spn,CLAY_MINERAL,Sphene - X-Ray Diffraction,Sphene,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Spn,',@en,'XRD_C_Spn'@en
XRD_C_Srp,CLAY_MINERAL,Serpentine - X-Ray Diffraction,Serpentine,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Srp,',@en,'XRD_C_Srp'@en
XRD_C_St,CLAY_MINERAL,Smectite - X-Ray Diffraction,Smectite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_St,',@en,'XRD_C_St'@en
XRD_C_Tc,CLAY_MINERAL,Talc - Tourmaline - X-Ray Diffraction,Talc - Tourmaline,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Tc,',@en,'XRD_C_Tc'@en
XRD_C_Tr,CLAY_MINERAL,Tridymite - X-Ray Diffraction,Tridymite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Tr,',@en,'XRD_C_Tr'@en
XRD_C_Un,CLAY_MINERAL,Unidentified - X-Ray Diffraction,Unidentified,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Un,',@en,'XRD_C_Un'@en
XRD_C_Vm,CLAY_MINERAL,Vermiculte - X-Ray Diffraction,Vermiculte,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Vm,',@en,'XRD_C_Vm'@en
XRD_C_Zi,CLAY_MINERAL,Zircon - X-Ray Diffraction,Zircon,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Zi,',@en,'XRD_C_Zi'@en
XRD_C_Zt,CLAY_MINERAL,Zeolite - X-Ray Diffraction,Zeolite,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/XRD_C_Zt,',@en,'XRD_C_Zt'@en
