LABM_CODE,LABP_CODE,LABM_NAME,LABM_SHORT_NAME,LABM_UNITS,base uri,unique uri,preflabel,pref2,pref final
10_BC,SULFUR,"Bicarbonate-extractable sulfur. Keay, Menage and Dean (1972)",Extractable S,?,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/10_BC,',@en,'10_BC'@en
10_HCL,SULFUR,Total element - S(%) - By boiling HCl,Total S (HCl),%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/10_HCL,',@en,'10_HCL'@en
10A_HF+,SULFUR,Total element - S(%) - HF/HCl04 Digest,Total S (HF/HC104),%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/10A_HF+,',@en,'10A_HF+'@en
10A_NR,SULFUR,Total element - S(%) - Not recorded,Total S,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/10A_NR,',@en,'10A_NR'@en
10A1,SULFUR,Total sulfur - X-ray fluorescence,Total S,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/10A1,',@en,'10A1'@en
10B,SULFUR,Extractable sulfur(mg/kg) - Phosphate extractable sulfur,Phosphate ext. S,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/10B,',@en,'10B'@en
10B_NR,SULFUR,Extractable sulfur(mg/kg) - Not recorded,Extractable S,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/10B_NR,',@en,'10B_NR'@en
10B1,SULFUR,Calcium phosphate-extractable sulfur - manual distillation,Extractable S,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/10B1,',@en,'10B1'@en
10B2,SULFUR,Calcium phosphate-extractable sulfur - automated distillation,Extractable S,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/10B2,',@en,'10B2'@en
10B3,SULFUR,Calcium phosphate-extractable sulfur - ICPAES,Extractable S,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/10B3,',@en,'10B3'@en
10C2,SULFUR,0.25M KCl at 40 degrees celcius,Extractable S,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/10C2,',@en,'10C2'@en
11A1,GYPSUM,Total gypsum,Total Gypsum,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/11A1,',@en,'11A1'@en
12_HCL_CU,TOTAL_ELEMENTS,Total element - Cu(mg/kg) - Total acid(HCl),Total Cu,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_HCL_CU,',@en,'12_HCL_CU'@en
12_HCL_FE,TOTAL_ELEMENTS,Total element - Fe(%) - Total acid(HCl) extractable Fe,Extractable Fe,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_HCL_FE,',@en,'12_HCL_FE'@en
12_HCL_FEO,TOTAL_ELEMENTS,Total element - Fe(%) - Total acid(HCl) extractable Fe2O3,Extractable Fe2O3,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_HCL_FEO,',@en,'12_HCL_FEO'@en
12_HCL_MN,TOTAL_ELEMENTS,Total element - Mn(mg/kg) - Total acid(HCl),Total Mn,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_HCL_MN,',@en,'12_HCL_MN'@en
12_HCL_ZN,TOTAL_ELEMENTS,Total element - Zn(mg/kg) - Total acid(HCl),Total Zn,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_HCL_ZN,',@en,'12_HCL_ZN'@en
12_HF_CU,TOTAL_ELEMENTS,Total element - Cu(mg/kg) - HF/HClO4 Digest,Total Cu,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_HF_CU,',@en,'12_HF_CU'@en
12_HF_FE,TOTAL_ELEMENTS,Total element - Fe(%) - HF/HClO4 Digest,Total Fe,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_HF_FE,',@en,'12_HF_FE'@en
12_HF_MN,TOTAL_ELEMENTS,Total element - Mn(mg/kg) - HF/HClO4 Digest,Total Mn,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_HF_MN,',@en,'12_HF_MN'@en
12_HF_ZN,TOTAL_ELEMENTS,Total element - Zn(mg/kg) - HF/HClO4 Digest,Total Zn,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_HF_ZN,',@en,'12_HF_ZN'@en
12_HF+_FEO,TOTAL_ELEMENTS,Total element - Fe(%) - HF/HClO4 Digest(Fe2O3),Total Fe,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_HF+_FEO,',@en,'12_HF+_FEO'@en
12_NR_CU,TOTAL_ELEMENTS,Total element - Cu(mg/kg) - Not recorded,Total Cu,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_NR_CU,',@en,'12_NR_CU'@en
12_NR_FE,TOTAL_ELEMENTS,Total element - Fe(%) - Not recorded,Total Fe,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_NR_FE,',@en,'12_NR_FE'@en
12_NR_MN,TOTAL_ELEMENTS,Total element - Mn(mg/kg) - Not recorded,Total Mn,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_NR_MN,',@en,'12_NR_MN'@en
12_NR_ZN,TOTAL_ELEMENTS,Total element - Zn(mg/kg) - Not recorded,Total Zn,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_NR_ZN,',@en,'12_NR_ZN'@en
12_XRF_CU,TOTAL_ELEMENTS,Total element - Cu(mg/kg) - X-Ray Fuoresence,Total Cu,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_XRF_CU,',@en,'12_XRF_CU'@en
12_XRF_FE,TOTAL_ELEMENTS,Total element - Fe(%) - X-Ray Fuoresence,Total Fe,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_XRF_FE,',@en,'12_XRF_FE'@en
12_XRF_FEO,TOTAL_ELEMENTS,Total element - Fe(%) - X-Ray Fuoresence(Fe2O3),Total Fe,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_XRF_FEO,',@en,'12_XRF_FEO'@en
12_XRF_MN,TOTAL_ELEMENTS,Total element - Mn(mg/kg) - X-Ray Fuoresence,Total Mn,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_XRF_MN,',@en,'12_XRF_MN'@en
12_XRF_ZN,TOTAL_ELEMENTS,Total element - Zn(mg/kg) - X-Ray Fuoresence,Total Zn,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12_XRF_ZN,',@en,'12_XRF_ZN'@en
12A1_AL,AL,DTPA - extractable aluminium,Extractable Al,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12A1_AL,',@en,'12A1_AL'@en
12A1_CU,CU,DTPA - extractable copper,Extractable Cu,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12A1_CU,',@en,'12A1_CU'@en
12A1_FE,FE,DTPA - extractable iron,Extractable Fe,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12A1_FE,',@en,'12A1_FE'@en
12A1_MN,MN,"DTPA - extractable copper, zinc, manganese and iron",Extractable Mn,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12A1_MN,',@en,'12A1_MN'@en
12A1_ZN,ZN,"DTPA - extractable copper, zinc, manganese and iron",Extractable Zn,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12A1_ZN,',@en,'12A1_ZN'@en
12B1_CU,CU,Ammonium bicarbonate/EDTA - extractable copper,Extractable Cu,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12B1_CU,',@en,'12B1_CU'@en
12B1_FE,FE,Ammonium bicarbonate/EDTA - extractable Iron,Extractable Fe,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12B1_FE,',@en,'12B1_FE'@en
12B1_MN,MN,Ammonium bicarbonate/EDTA - extractable manganese,Extractable Mn,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12B1_MN,',@en,'12B1_MN'@en
12B1_ZN,ZN,Ammonium bicarbonate/EDTA - extractable zinc,Extractable Zn,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12B1_ZN,',@en,'12B1_ZN'@en
12C1,BORON,Calcium chloride extractable boron - manual colour,Extractable B,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12C1,',@en,'12C1'@en
12C2,BORON,Calcium chloride extractable boron - ICPAES,Extractable B,mg/kg,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/12C2,',@en,'12C2'@en
13_C_FE,TOTAL_ELEMENTS,Extractable Fe(%) - Method recorded as C,Extractable Fe(%),%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/13_C_FE,',@en,'13_C_FE'@en
13_NR_AL,TOTAL_ELEMENTS,Extractable Al(%) - Not recorded,Extractable Al,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/13_NR_AL,',@en,'13_NR_AL'@en
13_NR_FE,TOTAL_ELEMENTS,Extractable Fe(%) - Not recorded,Extractable Fe,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/13_NR_FE,',@en,'13_NR_FE'@en
13_NR_MN,TOTAL_ELEMENTS,Extractable Mn(%) - Not recorded,Extractable Mn,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/13_NR_MN,',@en,'13_NR_MN'@en
13A1_AL,AL,Oxalate-extractable aluminium,Extractable Al,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/13A1_AL,',@en,'13A1_AL'@en
13A1_FE,FE,Oxalate-extractable iron,Extractable Fe,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/13A1_FE,',@en,'13A1_FE'@en
13A1_MN,MN,Oxalate-extractable manganese,Extractable Mn,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/13A1_MN,',@en,'13A1_MN'@en
13A1_SI,SI,Oxalate-extractable silicon,Extractable Si,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/13A1_SI,',@en,'13A1_SI'@en
13B1_AL,AL,Pyrophosphate-extractable aluminium,Extractable Al,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/13B1_AL,',@en,'13B1_AL'@en
13B1_FE,FE,Pyrophosphate-extractable iron,Extractable Fe,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/13B1_FE,',@en,'13B1_FE'@en
13C_C_FE,TOTAL_ELEMENTS,Extractable Fe(Free) % - Method recorded as C,Extractable Fe(Free),%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/13C_C_FE,',@en,'13C_C_FE'@en
13C1_AL,AL,"Citrate/dithionite-extractable iron, aluminium, Manganese and Silicon",Extractable Al,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/13C1_AL,',@en,'13C1_AL'@en
13C1_FE,FE,"Citrate/dithionite-extractable iron, aluminium, Manganese and Silicon",Extractable Fe,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/13C1_FE,',@en,'13C1_FE'@en
13C1_FE203,TOTAL_ELEMENTS,Extractable Fe(Free) % - Citrate/Dithionite Extractable Fe2O3,Extractable Fe(Free),%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/13C1_FE203,',@en,'13C1_FE203'@en
13C1_MN,MN,"Citrate/dithionite-extractable iron, aluminium, Manganese and Silicon",Extractable Mn,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/13C1_MN,',@en,'13C1_MN'@en
13C1_SI,SI,"Citrate/dithionite-extractable iron, aluminium, Manganese and Silicon",Extractable Si,%,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/13C1_SI,',@en,'13C1_SI'@en
14A1,SE,Saturation extract - filter suction,Saturation extract,-,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14A1,',@en,'14A1'@en
14A2,SE,Saturation extract - automatic extractor,Saturation extract,-,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14A2,',@en,'14A2'@en
14A3,SE,"Saturation extract - centrifuge, closed system",Saturation extract,-,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14A3,',@en,'14A3'@en
14A4,SE,"Saturation extract - centrifuge, Gillman",Saturation extract,-,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14A4,',@en,'14A4'@en
14B1,EC,Electrical conductivity/SE,EC,dS/m,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14B1,',@en,'14B1'@en
14C1,PH/SE,pH/SE,pH/SE,-,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14C1,',@en,'14C1'@en
14D1_BC,BICARB/SE,Bicarbonate/SE and carbonate/SE - potentiometric titration,Bicarbonate/SE,mequiv/L,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14D1_BC,',@en,'14D1_BC'@en
14D1_C,CARB/SE,Bicarbonate/SE and carbonate/SE - potentiometric titration,Carbonate/SE,mequiv/L,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14D1_C,',@en,'14D1_C'@en
14D2_BC,BICARB/SE,Bicarbonate/SE and carbonate/SE - indicator method,Bicarbonate/SE,mequiv/L,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14D2_BC,',@en,'14D2_BC'@en
14D2_C,CARB/SE,Bicarbonate/SE and carbonate/SE - indicator method,Carbonate/SE,mequiv/L,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14D2_C,',@en,'14D2_C'@en
1.40E+03,CHLORIDE/SE,Chloride/SE - ion chromatography,Chloride/SE,mequiv/L,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/1400,',@en,'1400'@en
1.40E+04,CHLORIDE/SE,Chloride/SE - automated colour,Chloride/SE,mequiv/L,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14000,',@en,'14000'@en
14F1,SULFATE/SE,Sulfate/SE - ICPAES,Sulfate/SE,mequiv/L,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14F1,',@en,'14F1'@en
14F2,SULFATE/SE,Sulfate/SE - turbidimetric,Sulfate/SE,mequiv/L,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14F2,',@en,'14F2'@en
14F3,SULFATE/SE,Sulfate/SE - gravimetric,Sulfate/SE,mequiv/L,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14F3,',@en,'14F3'@en
14F4,SULFATE/SE,Sulfate/SE - automated colour,Sulfate/SE,mequiv/L,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14F4,',@en,'14F4'@en
14F5,SULFATE/SE,Sulfate/SE - ion chromatography,Sulfate/SE,mequiv/L,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14F5,',@en,'14F5'@en
14G1,FLUORIDE/SE,Fluoride/SE - specific ion electrode,Fluoride/SE,mequiv/L,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14G1,',@en,'14G1'@en
14G2,FLUORIDE/SE,Fluoride/SE - ion chromatography,Fluoride/SE,mequiv/L,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14G2,',@en,'14G2'@en
14H1_CA,SOL_BASES_CA,"Soluble bases/SE (Ca,Mg,K,Na)",Soluble bases Ca,mg/L,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14H1_CA,',@en,'14H1_CA'@en
14H1_K,SOL_BASES_K,"Soluble bases/SE (Ca,Mg,K,Na)",Soluble bases K,mg/L,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14H1_K,',@en,'14H1_K'@en
14H1_MG,SOL_BASES_MG,"Soluble bases/SE (Ca,Mg,K,Na)",Soluble bases Mg,mg/L,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14H1_MG,',@en,'14H1_MG'@en
14H1_NA,SOL_BASES_NA,"Soluble bases/SE (Ca,Mg,K,Na)",Soluble bases Na,mg/L,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/14H1_NA,',@en,'14H1_NA'@en
15_BASES,ECEC,Sum of Ex. cations + Ex. acidity - Sum of basic exch. cations,ECEC,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15_BASES,',@en,'15_BASES'@en
15_HSK_CEC,CEC,CEC - meq per 100g of soil - HOSK,CEC - HOSK,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15_HSK_CEC,',@en,'15_HSK_CEC'@en
15_NR,ECEC,Sum of Ex. cations + Ex. acidity - Not recorded,ECEC,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15_NR,',@en,'15_NR'@en
15_NR_AL,EXCH_AL,Exchangeable aluminium - method not recorded,Exch. Al++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15_NR_AL,',@en,'15_NR_AL'@en
15_NR_CA,EXCH_BASES_CA,Exch. basic cations (Ca++) - meq per 100g of soil - Not recorded,Exch. Ca++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15_NR_CA,',@en,'15_NR_CA'@en
15_NR_CEC,CEC,CEC - meq per 100g of soil - Not recorded,CEC - Not recorded,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15_NR_CEC,',@en,'15_NR_CEC'@en
15_NR_H,EXCH_H,Hydrogen Cation - meq per 100g of soil - Not recorded,Exch. Acidity (H),meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15_NR_H,',@en,'15_NR_H'@en
15_NR_K,EXCH_BASES_K,Exch. basic cations (K++) - meq per 100g of soil - Not recorded,Exch. K++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15_NR_K,',@en,'15_NR_K'@en
15_NR_MG,EXCH_BASES_MG,Exch. basic cations (Mg++) - meq per 100g of soil - Not recorded,Exch. Mg++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15_NR_MG,',@en,'15_NR_MG'@en
15_NR_NA,EXCH_BASES_NA,Exch. basic cations (Na++) - meq per 100g of soil - Not recorded,Exch. Na++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15_NR_NA,',@en,'15_NR_NA'@en
15_UB_CA,EXCH_BASES_CA,Exch. basic cations (Ca++) - meq per 100g of soil - 1M Ammonium Chloride Un-buffered,Un-buffered Ca++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15_UB_CA,',@en,'15_UB_CA'@en
15_UB_CEC,EXCH_BASES_CEC,CEC - meq per 100g of soil - 1M Ammonium Chloride Un-buffered,Un-buffered CEC,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15_UB_CEC,',@en,'15_UB_CEC'@en
15_UB_K,EXCH_BASES_K,Exch. basic cations (K++) - meq per 100g of soil - 1M Ammonium Chloride Un-buffered,Un-buffered K++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15_UB_K,',@en,'15_UB_K'@en
15_UB_MG,EXCH_BASES_MG,Exch. basic cations (Mg++) - meq per 100g of soil - 1M Ammonium Chloride Un-buffered,Un-buffered Mg++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15_UB_MG,',@en,'15_UB_MG'@en
15_UB_NA,EXCH_BASES_NA,Exch. basic cations (Na++) - meq per 100g of soil - 1M Ammonium Chloride Un-buffered,Un-buffered Na++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15_UB_NA,',@en,'15_UB_NA'@en
15A1_CA,EXCH_BASES_CA,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) - 1M ammonium chloride at pH 7.0, no pretreatment for soluble salts",Exch. Ca++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15A1_CA,',@en,'15A1_CA'@en
15A1_K,EXCH_BASES_K,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) - 1M ammonium chloride at pH 7.0, no pretreatment for soluble salts",Exch. K++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15A1_K,',@en,'15A1_K'@en
15A1_MG,EXCH_BASES_MG,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) - 1M ammonium chloride at pH 7.0, no pretreatment for soluble salts",Exch. Mg++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15A1_MG,',@en,'15A1_MG'@en
15A1_NA,EXCH_BASES_NA,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) - 1M ammonium chloride at pH 7.0, no pretreatment for soluble salts",Exch. Na++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15A1_NA,',@en,'15A1_NA'@en
15A2_CA,EXCH_BASES_CA,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) - 1M ammonium chloride at pH 7.0, pretreatment for soluble salts",Exch. Ca++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15A2_CA,',@en,'15A2_CA'@en
15A2_CEC,EXCH_BASES_CEC,"Exchangeable bases- 1M ammonium chloride at pH 7.0, pretreatment for soluble salts",CEC,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15A2_CEC,',@en,'15A2_CEC'@en
15A2_K,EXCH_BASES_K,"Exchangeable bases- 1M ammonium chloride at pH 7.0, pretreatment for soluble salts",Exch. K++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15A2_K,',@en,'15A2_K'@en
15A2_MG,EXCH_BASES_MG,"Exchangeable bases- 1M ammonium chloride at pH 7.0, pretreatment for soluble salts",Exch. Mg++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15A2_MG,',@en,'15A2_MG'@en
15A2_NA,EXCH_BASES_NA,"Exchangeable bases- 1M ammonium chloride at pH 7.0, pretreatment for soluble salts",Exch. Na++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15A2_NA,',@en,'15A2_NA'@en
15A3_CA,EXCH_BASES_CA,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) - 1M ammonium chloride at pH 7.0, adjusted for soluble sodium",Exch. Ca++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15A3_CA,',@en,'15A3_CA'@en
15A3_CEC,EXCH_BASES_CEC,"Exchangeable bases- 1M ammonium chloride at pH 7.0, adjusted for soluble sodium",CEC,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15A3_CEC,',@en,'15A3_CEC'@en
15A3_K,EXCH_BASES_K,"Exchangeable bases- 1M ammonium chloride at pH 7.0, adjusted for soluble sodium",Exch. K++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15A3_K,',@en,'15A3_K'@en
15A3_MG,EXCH_BASES_MG,"Exchangeable bases- 1M ammonium chloride at pH 7.0, adjusted for soluble sodium",Exch. Mg++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15A3_MG,',@en,'15A3_MG'@en
15A3_NA,EXCH_BASES_NA,"Exchangeable bases- 1M ammonium chloride at pH 7.0, adjusted for soluble sodium",Exch. Na++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15A3_NA,',@en,'15A3_NA'@en
15B1_CA,EXCH_BASES_CA,"Exchangeable bases (Ca2+,Mg2+,Na+,K+) - 1M ammonium chloride at pH 7.0, no pretreatment for soluble salts",Exch. Ca++,meq/100g,http://registry.it.csiro.au/def/soils/lab-methods/,http://registry.it.csiro.au/def/soils/lab-methods/15B1_CA,',@en,'15B1_CA'@en
