@id,qudt:abbreviation,qudt:conversionOffset,qudt:literal,qudt:quantityKind,qudt:symbol,rdf:type,rdfs:label
http://registry.it.csiro.au/def/environment/unit/GramsPerGram,'g.g'^^xsd:string,0,'g.g'^^xsd:string,<http://qudt.org/vocab/quantity#Density>|<http://qudt.org/vocab/quantity#AmountOfSubstancePerUnitMass>,'g/g'^^xsd:string,qudt:PhysicalUnit|qudt:Unit|qudt:ConcentrationUnit|qudt:ScienceAndEngineeringUnit|skos:Concept|qudt:MassAmountOfSubstanceUnit|qudt:DerivedUnit|qudt:UsedWithSIUnit|qudt:ChemistryUnit,'Grams per Gram'^^xsd:string
http://registry.it.csiro.au/def/environment/unit/CubicMetresPerCubicMetre,'m3.m3'^^xsd:string,0,'m3.m3'^^xsd:string,<http://qudt.org/vocab/quantity#Concentration>|<http://registry.it.csiro.au/def/environment/unit/VolumePerVolume>,'m3/m3'^^xsd:string,qudt:PhysicalUnit|qudt:Unit|qudt:ConcentrationUnit|qudt:ScienceAndEngineeringUnit|qudt:DerivedUnit|skos:Concept,'Cubic Metres per Cubic Metre'^^xsd:string
