agency_code,proj_code,s_id,o_id,h_no,h_desig_num_pref,h_desig_master,h_desig_subdiv,h_desig_suffix,h_upper_depth,h_lower_depth,h_texture,h_texture_qual,h_soil_water_stat,h_stickiness,h_plasticity_type,h_plasticity_deg,h_water_repellence,h_carbonate_eff,h_bound_distinct,h_bound_shape,h_permeability,h_notes,h_ec,h_salinity_depth,h_dispersion
799,CAS,NT72,1,6,NULL,NULL,NULL,NULL,2.44,2.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT72,1,7,NULL,NULL,NULL,NULL,2.74,2.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT72,1,8,NULL,NULL,NULL,NULL,2.97,3.2,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT73,1,1,NULL,A,NULL,NULL,0,0.23,SL,+,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT73,1,2,NULL,A,NULL,NULL,0.05,0.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT73,1,3,NULL,B,1,NULL,0.23,0.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT73,1,4,NULL,B,1,NULL,0.3,0.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT73,1,5,NULL,B,2,NULL,0.53,0.99,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT73,1,6,NULL,B,2,NULL,0.61,0.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT73,1,7,NULL,B,3,NULL,0.99,1.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT73,1,8,NULL,B,3,NULL,1.07,1.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT73,1,9,NULL,NULL,NULL,NULL,1.29,1.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT73,1,10,NULL,NULL,NULL,NULL,1.45,2.13,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT74,1,1,NULL,NULL,NULL,NULL,0,0.69,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT74,1,2,NULL,NULL,NULL,NULL,0.05,0.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT74,1,3,NULL,NULL,NULL,NULL,0.61,0.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT74,1,4,NULL,B,2,NULL,0.69,0.91,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT74,1,5,NULL,NULL,NULL,NULL,0.91,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT74,1,6,NULL,B,2,NULL,1.07,1.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT74,1,7,NULL,B,NULL,NULL,1.75,1.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT75,1,1,NULL,A,NULL,NULL,0,0.23,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT75,1,2,NULL,A,NULL,NULL,0,0.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT75,1,3,NULL,B,1,NULL,0.23,1.29,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT75,1,4,NULL,B,1,NULL,0.38,0.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT75,1,5,NULL,B,2,NULL,0.91,1.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT75,1,6,NULL,C,NULL,NULL,1.29,2.06,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT75,1,7,NULL,C,NULL,NULL,1.67,1.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT75,1,8,NULL,NULL,NULL,NULL,2.06,2.36,CS,+,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT75,1,9,NULL,NULL,NULL,NULL,2.36,2.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N.P. ROUNDED STONE 5CM OR GREATER,NULL,NULL,NULL
799,CAS,NT76,1,1,NULL,NULL,NULL,NULL,0,0.69,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT76,1,2,NULL,NULL,NULL,NULL,0,0.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT76,1,3,NULL,NULL,NULL,NULL,0.45,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT76,1,4,NULL,B,2,NULL,0.69,1.52,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT76,1,5,NULL,B,2,NULL,1.07,1.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT76,1,6,NULL,B,2,NULL,1.52,1.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT76,1,7,NULL,B,2,NULL,1.68,1.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT77,1,1,NULL,NULL,NULL,NULL,0,0.16,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT77,1,2,NULL,NULL,NULL,NULL,0,0.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT77,1,3,NULL,NULL,NULL,NULL,1.07,1.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT77,1,4,NULL,NULL,NULL,NULL,1.6,1.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT77,1,5,NULL,NULL,NULL,NULL,1.83,2.13,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT77,1,6,NULL,NULL,NULL,NULL,2.13,2.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BEDROCK - N.P. LARGER GRAVEL,NULL,NULL,NULL
799,CAS,NT78,1,1,NULL,A,1,NULL,0,0.08,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT78,1,2,NULL,A,2,NULL,0.23,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT78,1,3,NULL,B,2,NULL,0.46,0.61,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT78,1,4,NULL,B,2,NULL,0.69,0.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT78,1,5,NULL,B,3,NULL,1.37,1.45,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT78,1,6,NULL,B,3,NULL,1.6,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT78,1,7,NULL,BC,NULL,NULL,1.98,2.13,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT78,1,8,NULL,BC,NULL,NULL,2.29,2.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT79,1,1,NULL,A,1,NULL,0,0.15,LS,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,K1,NULL,NULL,NULL
799,CAS,NT79,1,2,NULL,A,1,NULL,0.15,0.23,CLS,NULL,NULL,NULL,NULL,3,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT79,1,3,NULL,A,2,NULL,0.23,0.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT79,1,4,NULL,AB,NULL,NULL,0.25,0.28,SCL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT79,1,5,NULL,B,2,NULL,0.28,0.34,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,K1,NULL,NULL,NULL
799,CAS,NT79,1,6,NULL,B,2,NULL,0.34,0.4,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT79,1,7,NULL,B,2,NULL,0.4,0.51,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT79,1,8,NULL,B,2,NULL,0.51,0.56,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT79,1,9,2,D,NULL,NULL,0.56,0.64,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,K1K2,NULL,NULL,NULL
799,CAS,NT79,1,10,2,D,NULL,NULL,0.64,0.71,CL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,K1K2,NULL,NULL,NULL
799,CAS,NT79,1,11,2,D,NULL,NULL,0.71,0.91,CL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,K2,NULL,NULL,NULL
799,CAS,NT79,1,12,2,D,NULL,NULL,0.96,1.07,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K2,NULL,NULL,NULL
799,CAS,NT79,1,13,3,D,NULL,NULL,1.07,1.15,CL,NULL,NULL,NULL,NULL,1,NULL,NULL,S,NULL,NULL,K2K3,NULL,NULL,NULL
799,CAS,NT79,1,14,3,A,NULL,NULL,1.15,1.19,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,K3,NULL,NULL,NULL
799,CAS,NT79,1,15,3,B,2,NULL,1.19,1.29,LMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT79,1,16,3,B,2,NULL,1.29,1.42,LMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT79,1,17,3,B,2,NULL,1.42,1.57,LMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT79,1,18,3,B,2,NULL,1.65,1.91,LMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT79,1,19,3,B,2,NULL,1.91,2.16,LMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT79,1,20,3,B,2,NULL,2.16,2.89,LMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT85,1,1,NULL,NULL,NULL,NULL,0,0.23,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,K11,NULL,NULL,NULL
799,CAS,NT85,1,2,NULL,NULL,NULL,NULL,0.23,0.38,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,K12,NULL,NULL,NULL
799,CAS,NT85,1,3,NULL,NULL,NULL,NULL,0.38,0.64,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,K13,NULL,NULL,NULL
799,CAS,NT85,1,4,NULL,NULL,NULL,NULL,0.64,0.84,LKS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,K14,NULL,NULL,NULL
799,CAS,NT85,1,5,NULL,NULL,NULL,NULL,0.84,0.91,LKS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K15,NULL,NULL,NULL
799,CAS,NT85,1,6,NULL,NULL,NULL,NULL,0.94,1.07,LKS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K15,NULL,NULL,NULL
799,CAS,NT85,1,7,NULL,NULL,NULL,NULL,1.07,1.22,FSL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K21,NULL,NULL,NULL
799,CAS,NT85,1,8,NULL,NULL,NULL,NULL,1.8,2.11,ZMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT85,1,9,3,A,NULL,NULL,2.11,2.56,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K3,NULL,NULL,NULL
799,CAS,NT85,1,10,3,A,NULL,NULL,2.66,2.82,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K3,NULL,NULL,NULL
799,CAS,NT85,1,11,3,B,1,NULL,2.82,3.1,SCL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,K3,NULL,NULL,NULL
799,CAS,NT85,1,12,3,B,2,NULL,3.1,3.2,SMC,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,K3,NULL,NULL,NULL
799,CAS,NT85,1,13,3,B,2,NULL,3.2,3.35,SMC,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,K3,NULL,NULL,NULL
799,CAS,NT85,1,14,3,B,3,NULL,3.43,3.56,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K3,NULL,NULL,NULL
799,CAS,NT85,1,15,3,BC,NULL,NULL,3.56,3.66,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K3,NULL,NULL,NULL
799,CAS,NT85,1,16,3,C,1,NULL,3.66,4.11,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K3,NULL,NULL,NULL
799,CAS,NT85,1,17,3,C,2,NULL,4.11,4.39,FSMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K3,NULL,NULL,NULL
799,CAS,NT85,1,18,3,C,3,NULL,4.39,0.48,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K3,NULL,NULL,NULL
799,CAS,NT85,1,19,NULL,NULL,NULL,NULL,5.05,5.64,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K42,NULL,NULL,NULL
799,CAS,NT85,1,20,NULL,NULL,NULL,NULL,5.64,5.79,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K4,NULL,NULL,NULL
799,CAS,NT86,1,1,NULL,NULL,NULL,NULL,0,0.3,FS,-,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,KO1,NULL,NULL,NULL
799,CAS,NT86,1,2,NULL,NULL,NULL,NULL,0.3,0.48,LFS,-,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,KO2,NULL,NULL,NULL
799,CAS,NT86,1,3,NULL,NULL,NULL,NULL,0.48,0.74,LS,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,K11,NULL,NULL,NULL
799,CAS,NT86,1,4,NULL,NULL,NULL,NULL,0.74,0.89,SMC,-,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K2,NULL,NULL,NULL
799,CAS,NT86,1,5,NULL,NULL,NULL,NULL,0.89,1.37,SMC,-,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,K12,NULL,NULL,NULL
799,CAS,NT86,1,6,NULL,NULL,NULL,NULL,1.37,1.47,NULL,-,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K1K2,NULL,NULL,NULL
799,CAS,NT86,1,7,NULL,NULL,NULL,NULL,1.47,1.78,FSL,-,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,K21,NULL,NULL,NULL
799,CAS,NT86,1,8,NULL,NULL,NULL,NULL,2.77,2.94,LS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,K11,NULL,NULL,NULL
799,CAS,NT86,1,9,NULL,NULL,NULL,NULL,2.94,3.12,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,K31,NULL,NULL,NULL
799,CAS,NT86,1,10,NULL,NULL,NULL,NULL,3.12,3.25,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K32,NULL,NULL,NULL
799,CAS,NT86,1,11,NULL,NULL,NULL,NULL,3.25,3.45,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K32,NULL,NULL,NULL
799,CAS,NT86,1,12,NULL,NULL,NULL,NULL,3.45,3.75,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K32,NULL,NULL,NULL
799,CAS,NT86,1,13,NULL,NULL,NULL,NULL,3.75,4.05,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,K32,NULL,NULL,NULL
799,CAS,NT86,1,14,NULL,NULL,NULL,NULL,4.05,4.48,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K33,NULL,NULL,NULL
799,CAS,NT87,1,1,NULL,NULL,NULL,NULL,0,0.25,LS,NULL,NULL,NULL,NULL,2,NULL,NULL,C,NULL,NULL,KO1,NULL,NULL,NULL
799,CAS,NT87,1,2,NULL,NULL,NULL,NULL,0.25,0.51,LS,NULL,NULL,NULL,NULL,2,NULL,NULL,C,NULL,NULL,KO1,NULL,NULL,NULL
799,CAS,NT87,1,3,NULL,NULL,NULL,NULL,0.51,0.76,FSL,NULL,NULL,NULL,NULL,3,NULL,NULL,C,NULL,NULL,KO2,NULL,NULL,NULL
799,CAS,NT87,1,4,NULL,NULL,NULL,NULL,0.76,1.01,FSL,NULL,NULL,NULL,NULL,3,NULL,NULL,G,NULL,NULL,KO2,NULL,NULL,NULL
799,CAS,NT87,1,5,NULL,NULL,NULL,NULL,1.11,1.32,SL,+,NULL,NULL,NULL,1,NULL,NULL,G,NULL,NULL,K11,NULL,NULL,NULL
799,CAS,NT87,1,6,NULL,NULL,NULL,NULL,1.32,1.5,SMC,-,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,K12,NULL,NULL,NULL
799,CAS,NT87,1,7,NULL,NULL,NULL,NULL,1.5,1.67,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K13,NULL,NULL,NULL
799,CAS,NT87,1,8,NULL,NULL,NULL,NULL,1.67,1.88,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K13,NULL,NULL,NULL
799,CAS,NT87,1,9,NULL,NULL,NULL,NULL,1.88,2.08,CLFS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K1K2,NULL,NULL,NULL
799,CAS,NT87,1,10,NULL,NULL,NULL,NULL,3.86,3.99,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K31,NULL,NULL,NULL
799,CAS,NT87,1,11,NULL,NULL,NULL,NULL,3.99,4.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT88,1,1,NULL,NULL,NULL,NULL,0,0.23,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,K11,NULL,NULL,NULL
799,CAS,NT88,1,2,NULL,NULL,NULL,NULL,0.23,0.48,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,K12,NULL,NULL,NULL
799,CAS,NT88,1,3,NULL,NULL,NULL,NULL,0.48,0.71,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,G,NULL,NULL,K12,NULL,NULL,NULL
799,CAS,NT88,1,4,NULL,NULL,NULL,NULL,0.71,0.96,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K13,NULL,NULL,NULL
799,CAS,NT88,1,5,NULL,NULL,NULL,NULL,0.96,1.21,CL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K13,NULL,NULL,NULL
799,CAS,NT88,1,6,NULL,NULL,NULL,NULL,1.21,1.47,CL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K13,NULL,NULL,NULL
799,CAS,NT88,1,7,NULL,NULL,NULL,NULL,1.47,1.52,KSL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K14,NULL,NULL,NULL
799,CAS,NT88,1,8,NULL,NULL,NULL,NULL,1.75,2.21,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K15,NULL,NULL,NULL
799,CAS,NT88,1,9,NULL,NULL,NULL,NULL,2.21,2.67,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,K15,NULL,NULL,NULL
799,CAS,NT88,1,10,NULL,NULL,NULL,NULL,2.67,2.92,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,K15,NULL,NULL,NULL
799,CAS,NT88,1,11,NULL,NULL,NULL,NULL,2.92,3.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT88,1,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT88,1,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT88,1,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT88,1,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT88,1,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT88,1,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT88,1,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT88,1,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT88,1,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT88,1,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT88,1,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,CAS,NT89,1,1,NULL,NULL,NULL,NULL,0,0.4,ZMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,KO1,NULL,NULL,NULL
799,CAS,NT89,1,2,NULL,NULL,NULL,NULL,0.4,0.8,ZMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,KO2,NULL,NULL,NULL
799,CAS,NT89,1,3,NULL,NULL,NULL,NULL,0.8,1,ZCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,K21,NULL,NULL,NULL
799,CAS,NT89,1,4,NULL,NULL,NULL,NULL,1,1.18,ZCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,K22,NULL,NULL,NULL
799,CAS,NT89,1,5,NULL,NULL,NULL,NULL,1.18,1.33,L,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,K23,NULL,NULL,NULL
799,CAS,NT89,1,6,NULL,NULL,NULL,NULL,1.33,1.41,LS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,KM1,NULL,NULL,NULL
799,CAS,NT89,1,7,NULL,NULL,NULL,NULL,1.41,1.51,ZCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,KM2,NULL,NULL,NULL
799,CAS,NT89,1,8,NULL,NULL,NULL,NULL,1.51,1.66,ZCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KM3,NULL,NULL,NULL
