agency_code,proj_code,s_id,o_id,h_no,h_desig_num_pref,h_desig_master,h_desig_subdiv,h_desig_suffix,h_upper_depth,h_lower_depth,h_texture,h_texture_qual,h_soil_water_stat,h_stickiness,h_plasticity_type,h_plasticity_deg,h_water_repellence,h_carbonate_eff,h_bound_distinct,h_bound_shape,h_permeability,h_notes,h_ec,h_salinity_depth,h_dispersion
799,AS1,NT47,1,3,NULL,NULL,NULL,NULL,0.08,0.33,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT47,1,4,NULL,NULL,NULL,NULL,0.33,0.61,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT47,1,5,NULL,NULL,NULL,NULL,0.61,0.79,SLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT47,1,6,NULL,NULL,NULL,NULL,0.79,1.06,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT47,1,7,NULL,NULL,NULL,NULL,1.06,1.27,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT48,1,1,NULL,NULL,NULL,NULL,0,0.08,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT48,1,2,NULL,NULL,NULL,NULL,0.08,0.33,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT48,1,3,NULL,NULL,NULL,NULL,0.33,0.59,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT48,1,4,NULL,NULL,NULL,NULL,0.59,0.91,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT48,1,5,NULL,NULL,NULL,NULL,0.91,1.14,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT48,1,6,NULL,NULL,NULL,NULL,1.14,1.47,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT48,1,7,NULL,NULL,NULL,NULL,1.47,1.67,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT49,1,1,NULL,NULL,NULL,NULL,0,0.08,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT49,1,2,NULL,NULL,NULL,NULL,0.08,0.33,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT49,1,3,NULL,NULL,NULL,NULL,0.33,0.64,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT49,1,4,NULL,NULL,NULL,NULL,0.64,0.94,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT49,1,5,NULL,NULL,NULL,NULL,0.94,1.21,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT49,1,6,NULL,NULL,NULL,NULL,1.21,1.45,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT5,1,1,NULL,NULL,NULL,NULL,0,0.04,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT5,1,2,NULL,NULL,NULL,NULL,0.04,0.15,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT5,1,3,NULL,NULL,NULL,NULL,0.15,0.27,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT5,1,4,NULL,NULL,NULL,NULL,0.27,0.48,CLFS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT5,1,5,NULL,NULL,NULL,NULL,0.48,0.6,CLFS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT5,1,6,NULL,NULL,NULL,NULL,0.6,0.76,FSL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT5,1,7,NULL,NULL,NULL,NULL,0.76,0.91,FSL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT5,1,8,NULL,NULL,NULL,NULL,0.91,1.16,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT5,1,9,NULL,NULL,NULL,NULL,1.16,1.47,FSL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT5,1,10,NULL,NULL,NULL,NULL,1.62,1.77,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT50,1,1,NULL,NULL,NULL,NULL,0,0.08,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT50,1,2,NULL,NULL,NULL,NULL,0.08,0.28,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT50,1,3,NULL,NULL,NULL,NULL,0.28,0.45,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT50,1,4,NULL,NULL,NULL,NULL,0.45,0.66,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT50,1,5,NULL,NULL,NULL,NULL,0.66,0.84,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT50,1,6,NULL,NULL,NULL,NULL,0.84,1.06,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT51,1,1,NULL,NULL,NULL,NULL,0,0.09,L,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT51,1,2,NULL,NULL,NULL,NULL,0.09,0.15,L,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT51,1,3,NULL,NULL,NULL,NULL,0.15,0.27,CL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT51,1,4,NULL,NULL,NULL,NULL,0.27,0.37,CL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT51,1,5,NULL,NULL,NULL,NULL,0.37,0.51,CL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT52,1,1,NULL,NULL,NULL,NULL,0,0.06,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT52,1,2,NULL,NULL,NULL,NULL,0.06,0.2,LMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT52,1,3,NULL,NULL,NULL,NULL,0.2,0.33,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT52,1,4,NULL,NULL,NULL,NULL,0.33,0.59,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT52,1,5,NULL,NULL,NULL,NULL,0.59,0.86,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT52,1,6,NULL,NULL,NULL,NULL,0.86,1.5,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT53,1,1,NULL,NULL,NULL,NULL,0,0.03,CL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT53,1,2,NULL,NULL,NULL,NULL,0.03,0.13,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT53,1,3,NULL,NULL,NULL,NULL,0.13,0.28,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT53,1,4,NULL,NULL,NULL,NULL,0.28,0.35,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT54,1,1,NULL,NULL,NULL,NULL,0,0.1,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT54,1,2,NULL,NULL,NULL,NULL,0.1,0.25,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT54,1,3,NULL,NULL,NULL,NULL,0.25,0.33,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT54,1,4,NULL,NULL,NULL,NULL,0.33,0.4,SLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,I,NULL,NULL,NULL,NULL,NULL
799,AS1,NT54,1,5,NULL,NULL,NULL,NULL,0.4,0.54,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT54,1,6,NULL,NULL,NULL,NULL,0.54,0.74,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT55,1,1,NULL,NULL,NULL,NULL,0,0.09,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT55,1,2,NULL,NULL,NULL,NULL,0.09,0.15,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT55,1,3,NULL,NULL,NULL,NULL,0.15,0.35,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,I,NULL,NULL,NULL,NULL,NULL
799,AS1,NT55,1,4,NULL,NULL,NULL,NULL,0.35,0.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Purplish decomposing calcareous sandstone*,NULL,NULL,NULL
799,AS1,NT56,1,1,NULL,NULL,NULL,NULL,0,0.08,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT56,1,2,NULL,NULL,NULL,NULL,0.08,0.3,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT56,1,3,NULL,NULL,NULL,NULL,0.3,0.54,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT56,1,4,NULL,NULL,NULL,NULL,0.54,0.74,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT56,1,5,NULL,NULL,NULL,NULL,0.74,0.89,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT56,1,6,NULL,NULL,NULL,NULL,0.89,1.4,CKS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT56,1,7,NULL,NULL,NULL,NULL,1.4,1.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,River gravels.,NULL,NULL,NULL
799,AS1,NT57,1,1,NULL,NULL,NULL,NULL,0,0.09,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT57,1,2,NULL,NULL,NULL,NULL,0.09,0.23,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT57,1,3,NULL,NULL,NULL,NULL,0.23,0.39,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT57,1,4,NULL,NULL,NULL,NULL,0.39,0.61,SLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT57,1,5,NULL,NULL,NULL,NULL,0.61,0.66,SLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT57,1,6,NULL,NULL,NULL,NULL,0.66,0.89,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT57,1,7,NULL,NULL,NULL,NULL,0.89,1.27,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT57,1,8,NULL,NULL,NULL,NULL,1.27,1.67,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT57,1,9,NULL,NULL,NULL,NULL,1.67,2.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT57,1,10,NULL,NULL,NULL,NULL,2.16,2.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,MIXTURE OF RED SOIL:W'D ROCK & CARB. NODULES:,NULL,NULL,NULL
799,AS1,NT57,1,11,NULL,NULL,NULL,NULL,2.51,2.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT58,1,1,NULL,NULL,NULL,NULL,0,0.08,FS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT58,1,2,NULL,NULL,NULL,NULL,0.08,0.3,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT58,1,3,NULL,NULL,NULL,NULL,0.3,0.59,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT58,1,4,NULL,NULL,NULL,NULL,0.59,0.79,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT58,1,5,NULL,NULL,NULL,NULL,0.79,1.04,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT58,1,6,NULL,NULL,NULL,NULL,1.04,1.32,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT59,1,1,NULL,NULL,NULL,NULL,0,0.03,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT59,1,2,NULL,NULL,NULL,NULL,0.03,0.08,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT59,1,3,NULL,NULL,NULL,NULL,0.08,0.33,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT59,1,4,NULL,NULL,NULL,NULL,0.33,0.81,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT59,1,5,NULL,NULL,NULL,NULL,0.81,1.11,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT59,1,6,NULL,NULL,NULL,NULL,1.11,1.45,LMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT59,1,7,NULL,NULL,NULL,NULL,1.45,1.65,LMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT6,1,1,NULL,NULL,NULL,NULL,0,0.07,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT6,1,2,NULL,NULL,NULL,NULL,0.07,0.3,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT6,1,3,NULL,NULL,NULL,NULL,0.3,0.53,KS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT6,1,4,NULL,NULL,NULL,NULL,0.53,0.6,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT6,1,5,NULL,NULL,NULL,NULL,0.6,0.73,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT6,1,6,NULL,NULL,NULL,NULL,0.73,0.99,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT6,1,7,NULL,NULL,NULL,NULL,0.99,1.16,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT6,1,8,NULL,NULL,NULL,NULL,1.16,1.54,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT6,1,9,NULL,NULL,NULL,NULL,1.54,1.8,SL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT6,1,10,NULL,NULL,NULL,NULL,1.95,2.03,LS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT60,1,1,NULL,NULL,NULL,NULL,0,0.08,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT60,1,2,NULL,NULL,NULL,NULL,0.08,0.15,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT60,1,3,NULL,NULL,NULL,NULL,0.15,0.45,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT60,1,4,NULL,NULL,NULL,NULL,0.45,0.89,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT60,1,5,NULL,NULL,NULL,NULL,0.89,1.19,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT60,1,6,NULL,NULL,NULL,NULL,1.19,1.7,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT60,1,7,NULL,NULL,NULL,NULL,1.7,2,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT60,1,8,NULL,NULL,NULL,NULL,2,2.26,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT60,1,9,NULL,NULL,NULL,NULL,2.26,2.46,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT61,1,1,NULL,A,1,NULL,0,0.08,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT61,1,2,NULL,A,2,NULL,0.08,0.15,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT61,1,3,NULL,NULL,NULL,NULL,0.15,0.33,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT61,1,4,NULL,NULL,NULL,NULL,0.33,0.61,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT61,1,5,NULL,NULL,NULL,NULL,0.61,0.74,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT61,1,6,NULL,NULL,NULL,NULL,0.74,1.11,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT61,1,7,NULL,NULL,NULL,NULL,1.11,1.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT62,1,1,NULL,NULL,NULL,NULL,0,0.08,FS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT62,1,2,NULL,NULL,NULL,NULL,0.08,0.15,FS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT62,1,3,NULL,NULL,NULL,NULL,0.15,0.25,FS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT62,1,4,NULL,NULL,NULL,NULL,0.25,0.54,CL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT62,1,5,NULL,NULL,NULL,NULL,0.54,0.86,CL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT62,1,6,NULL,NULL,NULL,NULL,0.86,1.04,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT62,1,7,NULL,NULL,NULL,NULL,1.04,1.47,LMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT62,1,8,NULL,NULL,NULL,NULL,1.47,1.75,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT63,1,1,NULL,NULL,NULL,NULL,0,0.08,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT63,1,2,NULL,NULL,NULL,NULL,0.08,0.38,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT63,1,3,NULL,NULL,NULL,NULL,0.38,0.71,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT64,1,1,NULL,NULL,NULL,NULL,0,0.08,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT64,1,2,NULL,NULL,NULL,NULL,0.08,0.3,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT64,1,3,NULL,NULL,NULL,NULL,0.3,0.61,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT64,1,4,NULL,NULL,NULL,NULL,0.61,0.91,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT64,1,5,NULL,NULL,NULL,NULL,0.91,1.04,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT64,1,6,NULL,NULL,NULL,NULL,1.04,1.24,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT64,1,7,NULL,NULL,NULL,NULL,1.24,1.29,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT64,1,8,NULL,NULL,NULL,NULL,1.29,1.4,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT65,1,1,NULL,NULL,NULL,NULL,0,0.08,CS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT65,1,2,NULL,NULL,NULL,NULL,0.08,0.18,SMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT65,1,3,NULL,NULL,NULL,NULL,0.18,0.34,LMC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT65,1,4,NULL,NULL,NULL,NULL,0.34,0.38,MC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT7,1,1,NULL,NULL,NULL,NULL,0,0.07,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT7,1,2,NULL,NULL,NULL,NULL,0.07,0.33,CLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT7,1,3,NULL,NULL,NULL,NULL,0.33,0.53,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL
799,AS1,NT7,1,4,NULL,NULL,NULL,NULL,0.53,0.83,SCL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
