@id,dct:created,dct:description,dct:modified,rdf:type,rdfs:label,skos:altLabel,skos:definition,skos:narrower,skos:prefLabel,skos:related,skos:topConceptOf
<http://registry.it.csiro.au/def/agldwg/agift/employment>,'2003-08-25'^^xsd:date,"'Formulating policy to support employment growth and regulate public or private sector working environments. Developing strategies to improve workplace relations, productivity and performance. Implementing labour market programs and providing funding. Administering regulatory bodies and arbitration services.'@en",'2015-06-11T07:25:07Z'^^xsd:dateTime,skos:Concept,'EMPLOYMENT'@en,Workplace relations'@en|'Industrial relations'@en|'Workplace management'@en|'Public service employment'@en,"'Formulating policy to support employment growth and regulate public or private sector working environments. Developing strategies to improve workplace relations, productivity and performance. Implementing labour market programs and providing funding. Administering regulatory bodies and arbitration services.'@en",<http://registry.it.csiro.au/def/agldwg/agift/workplace-agreement-processes>|<http://registry.it.csiro.au/def/agldwg/agift/human-resources-development>|<http://registry.it.csiro.au/def/agldwg/agift/industrial-awards-and-conditions>|<http://registry.it.csiro.au/def/agldwg/agift/labour-market-programs>,'EMPLOYMENT'@en,<http://registry.it.csiro.au/def/agldwg/agift/vocational-education>|<http://registry.it.csiro.au/def/agldwg/agift/trainee-programs>|<http://registry.it.csiro.au/def/agldwg/agift/public-service>,<http://registry.it.csiro.au/def/agldwg/agift>
