@id,dct:created,dct:description,dct:modified,rdf:type,rdfs:label,skos:altLabel,skos:definition,skos:narrower,skos:prefLabel,skos:related,skos:topConceptOf
http://registry.it.sciro.au/sandbox/soil-data-ie/def/horizons,2015-11-16'^^xsd;date,"A soil horizon is a layer of soil, approximately parellel to the land surface, with morphological properties different from layers below and/or above it. Etc'",2015-11-17T15:04:38Z'^^xsd:dateTime,skos:Concept,HORIZONS'@en,Boundary'@en|'Scope'@en,"A soil horizon is a layer of soil, approximately parellel to the land surface, with morphological properties different from layers below and/or above it. Etc'",http://registry.it.sciro.au/sandbox/soil-data-ie/def/o-horizons,HORIZONS'@en,http://registry.it.sciro.au/sandbox/soil-data-ie/def/transitional-horizons,http://registry.it.sciro.au/sandbox/soil-data-ie/def/asalsfh
